dataset_name,model_variant,seed,drift_index,true_drift_step,window,student_error_rate_pre,student_error_rate_post,delta_student_error_rate,teacher_entropy_pre,teacher_entropy_post,delta_teacher_entropy,divergence_js_pre,divergence_js_post,delta_divergence_js,metric_accuracy_pre,metric_accuracy_post,delta_metric_accuracy,delta_acc,drop_min_acc
sea_abrupt4,ts_drift_adapt,1,0,10000,500,0.1458333333333333,0.18749999999999997,0.041666666666666685,0.3843633122742176,0.3778807036578655,-0.006482608616352081,0.007360133517067826,0.008959373750258199,0.0015992402331903733,0.8094059565053198,0.8096962244531843,0.0002902679478645753,0.0002902679478645753,0.0005263833345880986
sea_abrupt4,ts_drift_adapt,1,1,20000,500,0.10416666666666663,0.062499999999999986,-0.041666666666666644,0.29728420451283455,0.30483218282461166,0.007547978311777115,0.009891945897834337,0.012199552031233837,0.0023076061333995,0.8199684095962226,0.8214803767643568,0.0015119671681341762,0.0015119671681341762,-0.0006186511066527123
sea_abrupt4,ts_drift_adapt,1,2,30000,500,0.08333333333333331,0.22916666666666663,0.14583333333333331,0.18855584785342214,0.18214919045567507,-0.0064066573977470676,0.01077998505206775,0.02291485061869021,0.01213486556662246,0.8515227862987121,0.8519098808230252,0.0003870945243130697,0.0003870945243130697,-0.00023833658264382773
sea_abrupt4,ts_drift_adapt,1,3,40000,500,0.10416666666666663,0.09523809523809522,-0.00892857142857141,0.22497997805476183,0.21310607237475257,-0.011873905680009261,0.021341824904084164,0.016964448815477685,-0.004377376088606479,0.8611056920774753,0.8616244804898694,0.0005187884123940556,0.0005187884123940556,-0.0003160331621412382
sea_abrupt4,ts_drift_adapt,2,0,10000,500,0.08333333333333331,0.16666666666666663,0.08333333333333331,0.3764311596751213,0.34213071689009666,-0.03430044278502464,0.008243323129136075,0.007970492704771426,-0.00027283042436464927,0.7997933840040128,0.80138568176196,0.0015922977579472253,0.0015922977579472253,-0.0010373121985188805
sea_abrupt4,ts_drift_adapt,2,1,20000,500,0.12499999999999997,0.12499999999999994,-2.7755575615628914e-17,0.2898592986166477,0.2803935445845127,-0.00946575403213501,0.008362458902411125,0.01068900042446325,0.002326541522052125,0.8185541606113026,0.8209061747939199,0.0023520141826173235,0.0023520141826173235,-0.0012341780468443364
sea_abrupt4,ts_drift_adapt,2,2,30000,500,0.0833333333333333,0.18749999999999994,0.10416666666666664,0.16407563164830205,0.18495755828917024,0.020881926640868187,0.009366339014377388,0.027057690545916502,0.017691351531539112,0.8555425358111424,0.8561255065037525,0.0005829706926101519,0.0005829706926101519,-0.0003565637651288256
sea_abrupt4,ts_drift_adapt,2,3,40000,500,0.10416666666666664,0.0714285714285714,-0.03273809523809525,0.24493784271180624,0.24988587413515365,0.004948031423347404,0.016671925317496013,0.018864078580268756,0.0021921532627727433,0.8634251494017184,0.863917019864342,0.0004918704626235559,0.0004918704626235559,-0.00036073576574569
sea_abrupt4,ts_drift_adapt,3,0,10000,500,0.29166666666666663,0.2083333333333333,-0.08333333333333334,0.3240411505103111,0.3369896486401558,0.012948498129844666,0.012451340327970649,0.0158776607131585,0.0034263203851878504,0.8179773665813604,0.8178309920264576,-0.00014637455490285056,-0.00014637455490285056,0.001761665361848297
sea_abrupt4,ts_drift_adapt,3,1,20000,500,0.12499999999999999,0.062499999999999986,-0.0625,0.25977764278650284,0.2641698755323887,0.004392232745885849,0.014446387183852437,0.014683596207760236,0.00023720902390779973,0.8314335716939798,0.8324726272827905,0.0010390555888106778,0.0010390555888106778,-0.0005851982740713302
sea_abrupt4,ts_drift_adapt,3,2,30000,500,0.06249999999999997,0.12499999999999999,0.06250000000000001,0.1658622808754444,0.1683211121708154,0.002458831295371,0.011131836508866337,0.017294168123044025,0.006162331614177688,0.8619883249097802,0.8621501408350737,0.00016181592529351807,0.00016181592529351807,0.00024490385714859286
sea_abrupt4,ts_drift_adapt,3,3,40000,500,0.0833333333333333,0.11904761904761903,0.035714285714285726,0.2520835567265749,0.24294495156833104,-0.009138605158243857,0.014894574997015238,0.01889863543744594,0.004004060440430703,0.8650782594658618,0.865488931029504,0.00041067156364216206,0.00041067156364216206,-0.0001873156140104193
sea_abrupt4,ts_drift_adapt,4,0,10000,500,0.12499999999999996,0.08333333333333331,-0.041666666666666644,0.36647286266088486,0.35049838572740555,-0.01597447693347931,0.008614283346105311,0.008358076389413261,-0.0002562069566920504,0.8118444179042901,0.8129007751583868,0.001056357254096696,0.001056357254096696,-0.0007544745007732612
sea_abrupt4,ts_drift_adapt,4,1,20000,500,0.22916666666666663,0.12499999999999997,-0.10416666666666666,0.3233460374176502,0.29834257811307907,-0.02500345930457115,0.01474746153689915,0.0208864551968872,0.006138993659988049,0.8276297356972685,0.8280926003310618,0.0004628646337933029,0.0004628646337933029,-0.00019764525511245523
sea_abrupt4,ts_drift_adapt,4,2,30000,500,0.020833333333333325,0.16666666666666663,0.14583333333333331,0.18462140299379823,0.18407036177814,-0.0005510412156582156,0.008185865648556449,0.01845144401886495,0.0102655783703085,0.8598906677463811,0.8599952237562007,0.00010455600981962299,0.00010455600981962299,0.00018462961078791196
sea_abrupt4,ts_drift_adapt,4,3,40000,500,0.10416666666666663,0.11904761904761904,0.014880952380952411,0.2219069059938192,0.24517367993082315,0.023266773937003937,0.015620928374119051,0.016424915487212744,0.0008039871130936932,0.866882272489783,0.8671574091351665,0.00027513664538347804,0.00027513664538347804,-0.00019344293152068204
sea_abrupt4,ts_drift_adapt,42,0,1500,500,0.29166666666666663,0.27083333333333326,-0.02083333333333337,0.625770628452301,0.6219667047262192,-0.003803923726081848,0.014129407238215163,0.025532557861879437,0.011403150623664274,0.6283020684844834,0.6602036036009222,0.031901535116438784,0.031901535116438784,-0.015578139848849926
sea_abrupt4,ts_drift_adapt,42,1,3000,500,0.38095238095238093,0.2708333333333333,-0.11011904761904762,0.6158488477979388,0.607002928853035,-0.00884591894490383,0.008555466841374086,0.0107238245545886,0.0021683577132145145,0.6951736746590259,0.7023895747945754,0.007215900135549513,0.007215900135549513,-0.003629516830335744
sea_abrupt4,ts_drift_adapt,42,2,4500,500,0.22916666666666663,0.20833333333333326,-0.02083333333333337,0.5936964601278305,0.6016737446188927,0.007977284491062164,0.013531594886444464,0.0132909228559583,-0.00024067203048616474,0.7302802322536258,0.7348150451303543,0.004534812876728522,0.004534812876728522,-0.004094767746374184
sea_abrupt4,ts_drift_adapt,42,3,6000,500,0.24999999999999997,0.2083333333333333,-0.041666666666666685,0.5744018033146858,0.5790001600980759,0.004598356783390045,0.006419604760594612,0.006687942193821038,0.00026833743322642566,0.7390731506090092,0.7423407291616657,0.0032675785526564693,0.0032675785526564693,-0.0015518493909907338
sea_abrupt4,ts_drift_adapt,42,4,7500,500,0.2083333333333333,0.19047619047619044,-0.01785714285714285,0.5805349797010422,0.5547787887709481,-0.02575619093009407,0.012802066747099113,0.010888002214154955,-0.0019140645329441576,0.7496424101868024,0.7509512376893593,0.0013088275025568974,0.0013088275025568974,-0.0006158542760075214
sea_abrupt4,ts_drift_adapt,42,5,9000,500,0.22916666666666663,0.1458333333333333,-0.08333333333333334,0.555685356259346,0.5618210881948471,0.006135731935501099,0.0074350466020404755,0.013031734270043624,0.005596687668003149,0.7532130488125682,0.7552189858975766,0.0020059370850084024,0.0020059370850084024,-0.0010783244268683934
sea_abrupt4,ts_drift_adapt,42,6,10500,500,0.12499999999999997,0.1904761904761904,0.06547619047619044,0.5332844741642475,0.5394834109715053,0.006198936807257804,0.014620692236348948,0.014027365483343558,-0.0005933267530053906,0.7642913997677155,0.765166876066045,0.0008754762983295139,0.0008754762983295139,-0.00014573473520840263
sea_abrupt4,ts_drift_adapt,42,7,12000,500,0.14583333333333331,0.2708333333333333,0.125,0.5190683268010616,0.5050568543374538,-0.014011472463607788,0.008713481831364287,0.0075431058066896635,-0.0011703760246746233,0.7640788420945133,0.7644792110641987,0.00040036896968542734,0.00040036896968542734,1.6342094513288608e-05
sea_abrupt4,ts_drift_adapt,42,8,13500,500,0.380952380952381,0.1666666666666666,-0.21428571428571438,0.4807540944644383,0.4910499006509781,0.010295806186539802,0.005829143138336228,0.007787015638314162,0.0019578724999779343,0.767615475912209,0.7695832854457583,0.0019678095335492474,0.0019678095335492474,-0.0013418700593549326
sea_abrupt4,ts_drift_adapt,42,9,15000,500,0.24999999999999994,0.14583333333333331,-0.10416666666666663,0.4793066084384918,0.4889180101454258,0.009611401706933975,0.007453324622474562,0.008452027104794937,0.0009987024823203752,0.7704837243767724,0.772595009407288,0.0021112850305156083,0.0021112850305156083,-0.0010337544367869933
sea_abrupt4,ts_drift_adapt,42,10,16500,500,0.08333333333333331,0.16666666666666663,0.08333333333333331,0.46453750878572464,0.45517047867178917,-0.00936703011393547,0.015635002404451325,0.011025325802620452,-0.004609676601830873,0.7773294632412533,0.7785912510673112,0.001261787826057903,0.001261787826057903,-0.0010903480795013687
sea_abrupt4,ts_drift_adapt,42,11,18000,500,0.20833333333333331,0.1458333333333333,-0.06250000000000003,0.4453247934579849,0.4334091283380985,-0.011915665119886398,0.010704681859351637,0.010896906373091013,0.0001922245137393752,0.7797279555668591,0.780563861544321,0.0008359059774618594,0.0008359059774618594,-0.0004138884047720781
sea_abrupt4,ts_drift_adapt,42,12,19500,500,0.14583333333333331,0.10416666666666663,-0.041666666666666685,0.41554219648241997,0.4137018211185932,-0.0018403753638267517,0.009361441014334513,0.009760496439412163,0.00039905542507765075,0.7824646242356296,0.783021357015923,0.0005567327802934452,0.0005567327802934452,-0.0003580218682665004
sea_abrupt4,ts_drift_adapt,42,13,21000,500,0.18749999999999997,0.19047619047619047,0.0029761904761904934,0.4141022264957428,0.40310588479042053,-0.010996341705322266,0.010508992301765763,0.010954219315733187,0.00044522701396742387,0.784427641005172,0.7850458403799617,0.0006181993747896852,0.0006181993747896852,-4.205596452488969e-05
sea_abrupt4,ts_drift_adapt,42,14,22500,500,0.062499999999999986,0.18749999999999994,0.12499999999999996,0.3692615032196045,0.3830604627728462,0.01379895955324173,0.011116725043393626,0.0109028050792403,-0.00021391996415332654,0.7896882370612345,0.7904857057463742,0.0007974686851397461,0.0007974686851397461,-0.0006909764219116266
sea_abrupt4,ts_drift_adapt,42,15,24000,500,0.16666666666666666,0.18749999999999997,0.020833333333333315,0.39711603948048174,0.34700659289956093,-0.05010944658092081,0.014989589274461744,0.007868906192015811,-0.007120683082445933,0.791218410883784,0.7923511563437602,0.0011327454599762143,0.0011327454599762143,-0.00019825578288268364
sea_abrupt4,ts_drift_adapt,42,16,25500,500,0.2083333333333333,0.16666666666666663,-0.04166666666666666,0.3670763373374939,0.34379202127456665,-0.023284316062927246,0.011019306955859023,0.010060856177005875,-0.0009584507788531482,0.7955956312728608,0.7967032465474118,0.0011076152745509438,0.0011076152745509438,-0.0005744815090941158
sea_abrupt4,ts_drift_adapt,42,17,27000,500,0.19047619047619047,0.0833333333333333,-0.10714285714285716,0.326934141772134,0.3484937697649002,0.021559627992766228,0.01036591069506743,0.010122436622623313,-0.00024347407244411715,0.7986192571000146,0.7999572243631445,0.0013379672631299577,0.0013379672631299577,-0.0006254111464308876
sea_abrupt4,ts_drift_adapt,42,18,28500,500,0.10416666666666666,0.22916666666666663,0.12499999999999997,0.32038890197873116,0.3223406858742237,0.0019517838954925537,0.009954270295565913,0.008659793587867125,-0.0012944767076987877,0.8033359516044254,0.8039484473468631,0.0006124957424377131,0.0006124957424377131,-0.0004951445924425979
sea_abrupt4,ts_drift_adapt,42,19,30000,500,0.18749999999999994,0.10416666666666664,-0.0833333333333333,0.33403412997722626,0.3372325710952282,0.003198441118001938,0.015664863516576526,0.00968340225517745,-0.005981461261399076,0.8050690907474616,0.8057695742063276,0.0007004834588659747,0.0007004834588659747,-0.0004013250307900451
sea_abrupt4,ts_drift_adapt,42,20,31500,500,0.1458333333333333,0.0714285714285714,-0.07440476190476189,0.32719680666923523,0.3118799073355539,-0.015316899333681355,0.00882574479328465,0.010720054885106372,0.0018943100918217218,0.8078447960726092,0.8086062346582578,0.0007614385856485884,0.0007614385856485884,-0.0003448590998046397
sea_abrupt4,ts_drift_adapt,42,21,33000,500,0.1875,0.16666666666666663,-0.02083333333333337,0.3015320971608162,0.3034375086426735,0.0019054114818572998,0.010212912340648413,0.01348334766225885,0.0032704353216104366,0.809818612858036,0.810716659754019,0.0008980468959829402,0.0008980468959829402,-0.0005314355915764235
sea_abrupt4,ts_drift_adapt,42,22,34500,500,0.14583333333333331,0.19047619047619044,0.04464285714285712,0.3191990405321121,0.303098521062306,-0.016100519469806118,0.0156073925318196,0.007230933489543988,-0.008376459042275613,0.8135668136443577,0.8143130813173164,0.0007462676729587114,0.0007462676729587114,-0.000621602106558039
sea_abrupt4,ts_drift_adapt,42,23,36000,500,0.20833333333333331,0.18749999999999997,-0.020833333333333343,0.2988737504929304,0.3003658801317215,0.0014921296387910843,0.010293157713022038,0.009377636713907074,-0.0009155209991149639,0.8153848185966617,0.8159809311775331,0.000596112580871444,0.000596112580871444,-0.00016802332163312617
sea_abrupt4,ts_drift_adapt,42,24,37500,500,0.0,0.22916666666666666,0.22916666666666666,0.2838163716452462,0.2894151136279106,0.0055987419826644125,0.00868749917883953,0.008727337408345151,3.983822950562148e-05,0.8179909053053447,0.8187747753336226,0.0007838700282779554,0.0007838700282779554,-0.0006635938457588697
sea_abrupt4,ts_drift_adapt,42,25,39000,500,0.04166666666666665,0.12499999999999997,0.08333333333333331,0.29755493998527527,0.2771460898220539,-0.02040885016322136,0.012837811955250737,0.01005091727711255,-0.002786894678138188,0.8196507678504841,0.8205085769169145,0.0008578090664304039,0.0008578090664304039,-0.00030312559213885315
sea_abrupt4,ts_drift_adapt,42,26,40500,500,0.0833333333333333,0.16666666666666663,0.08333333333333333,0.2732347436249256,0.26877585612237453,-0.004458887502551079,0.010708930087275737,0.010320529225282312,-0.0003884008619934251,0.8228814762199639,0.8232462733615594,0.0003647971415955409,0.0003647971415955409,-0.0002552608692379943
sea_abrupt4,ts_drift_adapt,42,27,42000,500,0.2291666666666666,0.10416666666666663,-0.12499999999999997,0.2773376479744911,0.27893951535224915,0.0016018673777580261,0.013357815158087701,0.016217387863434813,0.0028595727053471118,0.8235691396693163,0.8240138815646084,0.00044474189529208896,0.00044474189529208896,-0.00010856200496067725
sea_abrupt4,ts_drift_adapt,42,28,43500,500,0.08333333333333331,0.14583333333333331,0.0625,0.26709621772170067,0.27149195969104767,0.004395741969347,0.009105009143240687,0.009620352997444511,0.0005153438542038237,0.8257935481125445,0.8266870729364157,0.0008935248238712834,0.0008935248238712834,-0.0006081062992202568
sea_abrupt4,ts_drift_adapt,42,29,45000,500,0.12499999999999997,0.07142857142857141,-0.05357142857142856,0.2747429087758064,0.2557577256645475,-0.018985183111258908,0.012862887349910975,0.011959994743977215,-0.0009028926059337604,0.8274906688374368,0.8281781055492854,0.0006874367118485658,0.0006874367118485658,-0.00034580133301775895
sea_abrupt4,ts_drift_adapt,42,30,46500,500,0.12499999999999997,0.18749999999999994,0.06249999999999997,0.259692195802927,0.2661097552627325,0.006417559459805489,0.017100531724281574,0.018377641332335725,0.0012771096080541507,0.829965090860458,0.8305550262331016,0.0005899353726436241,0.0005899353726436241,-0.00045959964848285573
sea_abrupt4,ts_drift_adapt,42,31,48000,500,0.19047619047619047,0.125,-0.06547619047619047,0.2740840571267264,0.28323617950081825,0.009152122374091853,0.01611608160393573,0.014128291397355438,-0.0019877902065802908,0.8313143206240189,0.8317015533063833,0.00038723268236440234,0.00038723268236440234,-0.00010234604264780511
sea_abrupt4,ts_drift_adapt,42,32,49500,500,0.12499999999999999,0.18749999999999994,0.06249999999999996,0.2568711806088686,0.25954749807715416,0.0026763174682855606,0.011612580099608687,0.011065115220844713,-0.000547464878763974,0.833231109530665,0.833937425795249,0.0007063162645839505,0.0007063162645839505,-0.00047856788868982925
sea_abrupt4,ts_drift_adapt,5,0,10000,500,0.1458333333333333,0.2291666666666666,0.08333333333333331,0.3582575060427189,0.3537951000034809,-0.004462406039237976,0.005923399468883825,0.015329637215472725,0.0094062377465889,0.7951387639304016,0.794535805457174,-0.000602958473227666,-0.000602958473227666,0.0015229663843893126
sea_abrupt4,ts_drift_adapt,5,1,20000,500,0.2708333333333333,0.14583333333333331,-0.125,0.3070007227361202,0.29764069616794586,-0.009360026568174362,0.0105099225766025,0.015594081778544875,0.005084159201942376,0.8082445046167996,0.8098476668809336,0.0016031622641339283,0.0016031622641339283,-0.00041164554294481626
sea_abrupt4,ts_drift_adapt,5,2,30000,500,0.062499999999999986,0.41666666666666663,0.35416666666666663,0.20641345158219337,0.1885689571499824,-0.017844494432210978,0.014394074794836313,0.03578596306033428,0.02139188826549797,0.8415577618279262,0.8413252770390558,-0.0002324847888703907,-0.0002324847888703907,0.0006097133047194836
sea_abrupt4,ts_drift_adapt,5,3,40000,500,0.10416666666666666,0.09523809523809522,-0.008928571428571438,0.26031208597123623,0.2661064096859523,0.005794323714716054,0.014774372102692675,0.014189224623675814,-0.0005851474790168603,0.8452609957872368,0.8458537052930645,0.0005927095058276821,0.0005927095058276821,-0.0003110888772999143
sine_abrupt4,ts_drift_adapt,1,0,10000,500,0.020833333333333325,0.9791666666666667,0.9583333333333334,0.19775573164224625,0.18406582809984678,-0.013689903542399462,0.012944883550517225,0.011967111204285136,-0.0009777723462320882,0.9082507317983034,0.8858680197401775,-0.02238271205812592,-0.02238271205812592,0.04030103667635221
sine_abrupt4,ts_drift_adapt,1,1,20000,500,0.0833333333333333,0.7708333333333333,0.6875,0.627769224345684,0.6231798976659775,-0.0045893266797065735,0.009784865193068938,0.008080552972387476,-0.0017043122206814622,0.7233471008172145,0.7203297023098334,-0.0030173985073811416,-0.0030173985073811416,0.008308038317214494
sine_abrupt4,ts_drift_adapt,1,2,30000,500,0.18749999999999994,0.7083333333333334,0.5208333333333335,0.5657090246677399,0.5553642958402634,-0.010344728827476501,0.009973803651519089,0.008483397483359974,-0.0014904061681591148,0.6993414306298438,0.6967506238771504,-0.0025908067526934087,-0.0025908067526934087,0.006293899117238766
sine_abrupt4,ts_drift_adapt,1,3,40000,500,0.20833333333333331,0.7380952380952381,0.5297619047619049,0.6599831655621529,0.6500670228685651,-0.00991614269358776,0.005737788014812338,0.006593867537698514,0.0008560795228861762,0.6641489977879608,0.6620460500004552,-0.002102947787505527,-0.002102947787505527,0.004165809496821549
sine_abrupt4,ts_drift_adapt,2,0,10000,500,0.04166666666666665,0.7916666666666667,0.7500000000000001,0.22663169354200363,0.219970965757966,-0.006660727784037618,0.0068620099627877875,0.04223878681659692,0.03537677685380913,0.9126395087576369,0.8934677958741679,-0.019171712883468972,-0.019171712883468972,0.03325688680641736
sine_abrupt4,ts_drift_adapt,2,1,20000,500,0.08333333333333331,0.6458333333333334,0.5625,0.6076367422938347,0.5829581767320633,-0.024678565561771393,0.010212854016572175,0.008626541530247724,-0.0015863124863244506,0.7719084089043157,0.7681067924408499,-0.0038016164634657734,-0.0038016164634657734,0.009115440154315646
sine_abrupt4,ts_drift_adapt,2,2,30000,500,0.10416666666666666,0.7916666666666666,0.6875,0.6159645691514015,0.5905238017439842,-0.025440767407417297,0.012334079830907237,0.0109334525186568,-0.001400627312250437,0.7037823571137225,0.7006157276414968,-0.0031666294722256794,-0.0031666294722256794,0.007189657533890559
sine_abrupt4,ts_drift_adapt,2,3,40000,500,0.47916666666666663,0.49999999999999994,0.020833333333333315,0.6845649108290672,0.6815386584826878,-0.003026252346379432,0.002529881428927125,0.0007266973053836715,-0.0018031841235434535,0.636571650237172,0.6352610629241459,-0.0013105873130261347,-0.0013105873130261347,0.00212742555362766
sine_abrupt4,ts_drift_adapt,3,0,10000,500,0.020833333333333325,0.875,0.8541666666666666,0.22660999745130536,0.19045448116958136,-0.036155516281724004,0.007864250510465288,0.010057101928396074,0.0021928514179307863,0.9192504712419745,0.8976815419099738,-0.021568929332000608,-0.021568929332000608,0.03958202612002326
sine_abrupt4,ts_drift_adapt,3,1,20000,500,0.10416666666666663,0.6875,0.5833333333333334,0.6619166359305382,0.6433263793587685,-0.018590256571769714,0.009056565060745887,0.009365988778881687,0.00030942371813580047,0.7292318407064597,0.7256965285003497,-0.0035353122061100306,-0.0035353122061100306,0.0080892625814597
sine_abrupt4,ts_drift_adapt,3,2,30000,500,0.12499999999999997,0.7708333333333334,0.6458333333333334,0.634409986436367,0.6130919381976128,-0.021318048238754272,0.008565521507989574,0.006329678348265538,-0.0022358431597240356,0.696713620632419,0.6938111685478154,-0.0029024520846036017,-0.0029024520846036017,0.006554744581998895
sine_abrupt4,ts_drift_adapt,3,3,40000,500,0.3125,0.7619047619047619,0.44940476190476186,0.6786247193813324,0.6772870932306562,-0.00133762615067623,0.0065590992162469245,0.005880528927913686,-0.0006785702883332382,0.6629744122167058,0.6603959245380798,-0.002578487678626007,-0.002578487678626007,0.004771287216705833
sine_abrupt4,ts_drift_adapt,4,0,10000,500,0.06249999999999997,0.8333333333333333,0.7708333333333333,0.23507311381399632,0.21353722363710398,-0.021535890176892336,0.014109688083408348,0.010392422671429763,-0.0037172654119785858,0.8992899004340764,0.8778964772119935,-0.02139342322208293,-0.02139342322208293,0.039152705312125224
sine_abrupt4,ts_drift_adapt,4,1,20000,500,0.10416666666666666,0.6875,0.5833333333333334,0.6712241023778915,0.6619192510843277,-0.009304851293563843,0.006315417122095763,0.006941952451597838,0.000626535329502075,0.7119066224168631,0.7091886656698693,-0.0027179567469938215,-0.0027179567469938215,0.0073167786668630885
sine_abrupt4,ts_drift_adapt,4,2,30000,500,0.18749999999999994,0.8333333333333334,0.6458333333333335,0.5977859646081924,0.5856168568134308,-0.012169107794761658,0.006388218229403662,0.005330434185452712,-0.0010577840439509496,0.6996490880524011,0.6965350939831203,-0.003113994069280812,-0.003113994069280812,0.006700033430552366
sine_abrupt4,ts_drift_adapt,4,3,40000,500,0.18749999999999994,0.7380952380952381,0.5505952380952381,0.6781058609485626,0.6721201283591134,-0.005985732589449233,0.005090917751658651,0.0046429475436784995,-0.0004479702079801511,0.6617356060820114,0.6598419695021246,-0.001893636579886837,-0.001893636579886837,0.003878604499732985
sine_abrupt4,ts_drift_adapt,5,0,10000,500,0.0,0.8958333333333334,0.8958333333333334,0.20846397988498205,0.19146068952977655,-0.017003290355205508,0.01002872537355865,0.03034846729133274,0.020319741917774088,0.9068893210968549,0.886511020039946,-0.020378301056908965,-0.020378301056908965,0.035890845487098866
sine_abrupt4,ts_drift_adapt,5,1,20000,500,0.14583333333333326,0.625,0.47916666666666674,0.6625595986843109,0.6481498405337334,-0.014409758150577545,0.008802633965387899,0.006282209826167625,-0.0025204241392202736,0.7292707367801754,0.725272413576086,-0.003998323204089438,-0.003998323204089438,0.009007064905175444
sine_abrupt4,ts_drift_adapt,5,2,30000,500,0.20833333333333331,0.9166666666666667,0.7083333333333335,0.6834190636873245,0.6785837933421135,-0.004835270345211029,0.0018588882376206625,0.0026821891951839625,0.0008233009575633,0.6628575097340219,0.6599238709264437,-0.0029336388075782427,-0.0029336388075782427,0.00650903284326565
sine_abrupt4,ts_drift_adapt,5,3,40000,500,0.24999999999999994,0.7142857142857142,0.46428571428571425,0.68255515396595,0.6817578077316284,-0.0007973462343215942,0.001021920914354225,0.0011720816421854,0.00015016072783117498,0.6256999970051356,0.6240235735831358,-0.0016764234219998064,-0.0016764234219998064,0.0031970302329836775
stagger_abrupt3,ts_drift_adapt,1,0,20000,500,0.0,0.5625,0.5625,0.09153674170374866,0.08806813973933453,-0.0034686019644141336,0.0021203164797042873,0.008474225964164325,0.006353909484460038,0.9935673112642041,0.9863543175790439,-0.007212993685160152,-0.007212993685160152,0.013147389389204012
stagger_abrupt3,ts_drift_adapt,1,1,40000,500,0.0,0.4047619047619047,0.4047619047619047,0.12992654740810392,0.12638058300529204,-0.0035459644028118797,0.004752682521939213,0.010131122943546029,0.005378440421606816,0.9482092719282349,0.9458684438784092,-0.002340828049825716,-0.002340828049825716,0.004305988700386898
stagger_abrupt3,ts_drift_adapt,2,0,20000,500,0.0,0.45833333333333337,0.45833333333333337,0.11199133284389969,0.0961794005706906,-0.01581193227320908,0.0023963922867550874,0.0073677356122061,0.004971343325451013,0.9899204326108393,0.9825052759391207,-0.007415156671718548,-0.007415156671718548,0.013699729485839307
stagger_abrupt3,ts_drift_adapt,2,1,40000,500,0.0,0.49999999999999994,0.49999999999999994,0.11730511765927071,0.0998732256037848,-0.017431892055485912,0.0040808541234582,0.0026131355137164573,-0.001467718609741743,0.9457705823054382,0.9431397586417967,-0.002630823663641535,-0.002630823663641535,0.004562117115564757
stagger_abrupt3,ts_drift_adapt,3,0,20000,500,0.0,0.5416666666666666,0.5416666666666666,0.05758815165609115,0.055967628024518434,-0.0016205236315727164,0.0012697053607552623,0.004035566809761762,0.0027658614490064996,0.9964037724390431,0.989051488641317,-0.007352283797726122,-0.007352283797726122,0.013591272439043123
stagger_abrupt3,ts_drift_adapt,3,1,40000,500,0.0,0.4285714285714285,0.4285714285714285,0.1805660724639892,0.16684337386063164,-0.013722698603357564,0.007517904508858862,0.010410911070981143,0.002893006562122281,0.9409434853201086,0.9387175496294359,-0.0022259356906727534,-0.0022259356906727534,0.004061562851754186
stagger_abrupt3,ts_drift_adapt,4,0,20000,500,0.0,0.39583333333333337,0.39583333333333337,0.09535355400294061,0.08560097403824325,-0.009752579964697361,0.002021293970756175,0.0021757508802692878,0.0001544569095131127,0.9947322863895843,0.9872253084777991,-0.007506977911785229,-0.007506977911785229,0.01353111451458433
stagger_abrupt3,ts_drift_adapt,4,1,40000,500,0.0,0.5238095238095238,0.5238095238095238,0.0952239148318767,0.09572611749172204,0.0005022026598453383,0.0033100988657678745,0.0035071967202903427,0.00019709785452246822,0.9421251184363091,0.9398356324676161,-0.002289485968692939,-0.002289485968692939,0.004229548816055861
stagger_abrupt3,ts_drift_adapt,5,0,20000,500,0.0,0.5625,0.5625,0.06671780766919252,0.057122284546494435,-0.00959552312269809,0.0011876983990077375,0.004627661306585588,0.00343996290757785,0.9873878779904472,0.9808742747434983,-0.00651360324694894,-0.00651360324694894,0.012973815490447294
stagger_abrupt3,ts_drift_adapt,5,1,40000,500,0.0,0.42857142857142855,0.42857142857142855,0.12082306016236541,0.1329254390937941,0.012102378931428681,0.004101731406990375,0.0040908617832298285,-1.0869623760546843e-05,0.9488880824417969,0.9463299800093649,-0.002558102432432041,-0.002558102432432041,0.004564506492429676
