experiment_name,run_id,dataset,seed,model_variant,monitor_preset,mode,trigger_mode,weights,theta,confirm_window,acc_final,mean_acc,acc_min,candidate_count,confirmed_count,confirm_delay_mean,confirm_delay_std,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,match_tolerance,min_separation,horizon
trackG_two_stage,20260107-144838-q18_trackG_or,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.86152,0.8034036481034917,0.265625,32,32,,,0.0,887.0,1770.6666666666667,1.9962420142803459,0.75,399.0,1593.6,15.975939849624059,500,200,50000
trackG_two_stage,20260107-144838-q18_trackG_or,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.8736,0.8160904170688067,0.265625,30,30,,,0.0,855.0,1889.28,2.2096842105263157,1.0,,1628.6896551724137,,500,200,50000
trackG_two_stage,20260107-144838-q18_trackG_or,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.87744,0.8302962758211139,0.59375,30,30,,,0.0,727.0,1925.12,2.648033012379642,0.75,143.0,1718.857142857143,48.07992007992008,500,200,50000
trackG_two_stage,20260107-144838-q18_trackG_or,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.8659,0.8211502282083322,0.4375,31,31,,,0.0,743.0,1861.5384615384614,2.505435345273838,0.75,447.0,1668.9655172413793,14.934814471958651,500,200,50000
trackG_two_stage,20260107-144838-q18_trackG_or,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.86502,0.809629618703657,0.3203125,33,33,,,0.0,711.0,1728.0,2.430379746835443,0.5,327.0,1612.8,9.864220183486239,500,200,50000
trackG_two_stage,20260107-144838-q18_trackG_or,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.93212890625,0.9475155609475354,0.8958333333333334,17,17,,,0.0,47.0,3268.5714285714284,69.54407294832826,0.0,47.0,3268.5714285714284,69.54407294832826,500,200,60000
trackG_two_stage,20260107-144838-q18_trackG_or,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92755859375,0.9351389029533608,0.25,17,17,,,0.0,79.0,3204.5714285714284,40.56419529837251,0.0,79.0,3204.5714285714284,40.56419529837251,500,200,60000
trackG_two_stage,20260107-144838-q18_trackG_or,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.9280859375,0.9491952429571927,0.84375,14,14,,,0.0,47.0,3738.6666666666665,79.54609929078013,0.0,47.0,4078.5454545454545,86.77756286266924,500,200,60000
trackG_two_stage,20260107-144838-q18_trackG_or,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.9326171875,0.9441734751547631,0.871875,16,16,,,0.0,47.0,3328.0,70.80851063829788,0.0,47.0,3328.0,70.80851063829788,500,200,60000
trackG_two_stage,20260107-144838-q18_trackG_or,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,or,or,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92935546875,0.9437584962771349,0.359375,14,14,,,0.0,783.0,4066.909090909091,5.194009056078022,0.5,31.0,3728.0,240.51612903225808,500,200,60000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.85972,0.8069723386964552,0.265625,33,31,,,0.0,839.0,1860.923076923077,2.218025121481617,0.75,319.0,1668.4137931034484,20.920549129823804,500,200,50000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.87762,0.8262745866332879,0.359375,29,28,,,0.0,647.0,2039.6521739130435,3.1524763120758013,0.75,79.0,1804.3076923076924,91.35735150925025,500,200,50000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.86218,0.8109703881908292,0.265625,31,30,,,0.0,1207.0,1920.0,1.5907207953603977,1.0,,1655.1724137931035,,500,200,50000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.85636,0.8046089026268358,0.3203125,32,31,,,0.0,631.0,1851.076923076923,2.933560892356455,0.5,263.0,1718.857142857143,13.071156979902227,500,200,50000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.8678,0.8063009247772329,0.3359375,30,28,,,0.0,823.0,1953.391304347826,2.373500977336362,0.75,15.0,1728.0,460.8,500,200,50000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.925390625,0.9423163969084888,0.8958333333333334,18,15,,,0.0,47.0,4005.3333333333335,85.21985815602837,0.0,47.0,4005.3333333333335,85.21985815602837,500,200,60000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.9346875,0.944585152215151,0.140625,17,13,,,0.0,79.0,4326.4,54.76455696202531,0.0,79.0,4326.4,54.76455696202531,500,200,60000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92134765625,0.9320940627640216,0.5,17,14,,,0.0,47.0,4462.545454545455,94.9477756286267,0.0,47.0,4462.545454545455,94.9477756286267,500,200,60000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92171875,0.9385677289720494,0.88125,16,13,,,0.0,79.0,4326.4,54.76455696202531,0.0,79.0,4326.4,54.76455696202531,500,200,60000
trackG_two_stage,20260107-145030-vqf_trackG_weighted,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,weighted,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92443359375,0.9447048645519008,0.75,14,12,,,0.0,79.0,4814.222222222223,60.9395218002813,0.0,79.0,4814.222222222223,60.9395218002813,500,200,60000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.86732,0.8258413066032445,0.6354166666666666,31,31,0.0,0.0,0.0,999.0,1856.0,1.857857857857858,0.75,399.0,1664.0,16.681704260651628,500,200,50000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.88362,0.8354697862663123,0.421875,30,30,0.8,4.381780460041329,0.0,631.0,1896.96,3.0062757527733757,0.5,263.0,1756.4444444444443,13.356991972961554,500,200,50000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.87208,0.8309717560763299,0.6666666666666666,31,30,1.1666666666666667,4.668923920424559,0.0,791.0,1912.32,2.417597977243995,0.75,399.0,1707.4285714285713,17.117078410311493,500,200,50000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.86658,0.8188272911841966,0.5625,31,30,0.5333333333333333,2.9211869733608853,0.0,727.0,1876.48,2.581127922971114,0.75,319.0,1675.4285714285713,21.008508732646664,500,200,50000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.8754,0.832246459465531,0.65625,32,30,0.8333333333333334,3.8781735243613684,0.0,759.0,1902.08,2.506034255599473,0.75,255.0,1698.2857142857142,26.639775910364143,500,200,50000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.93076171875,0.9498240818280973,0.609375,14,11,4.363636363636363,7.5666733413400005,0.0,47.0,5608.0,119.31914893617021,0.0,47.0,5608.0,119.31914893617021,500,200,60000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.9240625,0.9420144310129853,0.859375,15,13,2.230769230769231,5.47956576980704,0.0,79.0,4486.4,56.789873417721516,0.0,79.0,4486.4,56.789873417721516,500,200,60000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.9255078125,0.9449232326563917,0.84375,13,12,3.1666666666666665,7.32161598324172,0.0,47.0,4984.888888888889,106.06146572104018,0.0,47.0,4984.888888888889,106.06146572104018,500,200,60000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92548828125,0.9428429940987415,0.578125,15,12,8.333333333333334,20.521976394867895,0.0,47.0,4807.111111111111,102.27895981087471,0.0,47.0,4807.111111111111,102.27895981087471,500,200,60000
trackG_two_stage,20260107-145218-w84_trackG_two_stage,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,two_stage,two_stage,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0.5,200,0.92765625,0.9434989389716302,0.71875,15,12,2.25,4.6539328432080875,0.0,79.0,4814.222222222223,60.9395218002813,0.0,79.0,4814.222222222223,60.9395218002813,500,200,60000
