track,unit,experiment_name,run_id,dataset,seed,group,model_variant,monitor_preset,trigger_mode,trigger_threshold,confirm_window,weights,use_severity_v2,severity_gate,severity_gate_min_streak,entropy_mode,severity_decay,freeze_baseline_steps,severity_scheduler_scale,log_path,acc_final,mean_acc,acc_min,drift_flag_count,drift_events_merged,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol,MTD_tol,MTFA_tol,MTR_tol,recovery_W,post_mean_acc,post_mean_acc_std,post_min_acc,post_min_acc_std,recovery_time_to_pre90,recovery_time_to_pre90_std
L,sample_idx,trackL_gating_sweep,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,6,v2_gate_m1,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20943478343141522,0.20064894707192682,0.16339285714285715,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19257367237621187,0.006530894071838062,0.191947321913677,0.0067186667177203205,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,7,v2_gate_m1,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.19929229662989384,0.18920718933696362,0.14453125,8,8,0.4,2593.3333333333335,11200.0,7.197943444730077,1.0,,6400.0,,1000,0.18394032533727475,0.009872074655608779,0.18332353750156924,0.010298995753738015,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,8,v2_gate_m1,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.19830832402974624,0.19259141083061648,0.15998641304347827,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18513760408646016,0.006478011621611707,0.1841810410085817,0.006536387765854383,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,9,v2_gate_m1,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.1951861032792779,0.1869991128901082,0.0703125,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18153143576268102,0.005636391166098314,0.18073726986490768,0.005476508219769291,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003754-er1_v2_gate_m1,INSECTS_abrupt_balanced,10,v2_gate_m1,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003754-er1_v2_gate_m1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.19692697787953906,0.19430864870112094,0.16089221014492755,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1872235167555782,0.0036808408930777887,0.18634082384071032,0.0034318916603690375,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,1,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.22546218328381934,0.21265000322659147,0.12109375,9,9,0.2,5157.5,11200.0,2.714493456131847,1.0,,5600.0,,1000,0.2073993455472226,0.013065602756799377,0.20664577879832477,0.0132437028918252,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,2,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19859216227978882,0.19968513043641817,0.16445878623188406,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19111269645082382,0.0075058364706851715,0.19019634998647236,0.007250454278239712,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,3,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.21308683558196304,0.19712097793165448,0.04296875,8,8,0.4,2081.3333333333335,11200.0,8.968609865470853,0.6,221.0,8960.0,101.35746606334841,1000,0.19837558479063,0.010561903865197703,0.19783955625627062,0.010732637183853772,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,4,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.18801445682820217,0.1909311518760275,0.166893115942029,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.183443655248926,0.008274736314593668,0.18244004873288402,0.007358457164026509,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,5,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.204893371430734,0.19264151199112603,0.12890625,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1870402579647963,0.007788507942921059,0.1862710120538794,0.008036964554219709,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,6,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20525289988078793,0.19536321084767697,0.13671875,8,8,0.2,5605.5,15018.666666666666,3.3490916659233485,1.0,,6436.571428571428,,1000,0.18735378325290322,0.010092558903892665,0.18655672280119182,0.010114418444910588,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,7,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.2018846859802827,0.19670141443050923,0.15234375,9,9,0.2,4261.5,11200.0,3.28522820603074,0.8,496.0,6400.0,64.51612903225808,1000,0.1948085372363796,0.004888721675123223,0.1939665062421077,0.004349345135602763,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,8,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.1999167407799875,0.20054717261064234,0.1649116847826087,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19139907313012042,0.00520830883258928,0.19065207869827003,0.004827850127447828,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,9,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.2018846859802827,0.19628450264963918,0.1626471920289855,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.18933811243623483,0.009845493423746788,0.18852995068126843,0.009964579448797427,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,10,v2_gate_m3,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.20073041043010956,0.1949088798434758,0.15708705357142858,9,9,0.2,4389.5,11200.0,3.1894293199681054,1.0,,5600.0,,1000,0.19207672085770752,0.00750912118030374,0.19107087204937873,0.008108975354691737,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,1,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.20737222548110584,0.19800761578259715,0.15579710144927536,8,8,0.2,5541.5,15018.666666666666,3.3877710607837828,1.0,,6436.571428571428,,1000,0.19126083628554288,0.009590414437551155,0.19033759355072902,0.010077402651976507,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,2,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.18042651427706397,0.18528352028968323,0.159080615942029,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.17851774742234566,0.0033494067701631968,0.17811931093144617,0.003556562147187202,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,3,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.1869358714780404,0.18873070216011442,0.17202919407894737,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.1828476556279154,0.005705122407653868,0.18210090036897675,0.005526711295687933,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,4,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.19452381402917857,0.19294951108473185,0.16174139492753623,8,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,1000,0.18879220090575982,0.0032728835773884637,0.18796506796410106,0.0029630365188513803,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,5,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.2040986243306148,0.2034575172225529,0.16972373188405798,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.19528396366648434,0.006150239810438166,0.1944497811597698,0.0054061828996342836,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,6,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.2050825969307624,0.20860299313424105,0.17215401785714285,8,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,1000,0.20202608485031848,0.004066234836877997,0.20123911625384047,0.003917214942568316,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,7,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.20190360853028555,0.19906387695341618,0.16796875,9,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,1000,0.19592713291513691,0.0047246811988362015,0.19500930410987014,0.004380230015020442,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,8,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.2042500047306375,0.19790175428325837,0.16094882246376813,9,9,0.2,4069.5,11200.0,3.4402260719990165,1.0,,5600.0,,1000,0.1900054940891184,0.009338349282271311,0.18904516319816195,0.009721585127192473,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,9,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.20137377713020607,0.19388110067632514,0.165234375,9,9,0.2,4069.5,11200.0,3.4402260719990165,0.8,212.0,6400.0,150.94339622641513,1000,0.18677117697480142,0.011715762956772157,0.18596969367845623,0.011311622300195166,178.4,81.87062965435163
L,sample_idx,trackL_gating_sweep,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,10,v2_gate_m5,ts_drift_adapt_severity,error_divergence_ph_meta,or,0.5,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,uncertain,0.95,5,2.0,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.2002573466800386,0.19266079457720933,0.078125,9,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,1000,0.19321498156252034,0.004194797478055278,0.1921859870789127,0.003098680115370973,178.4,81.87062965435163
